Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Essentiality
YJL117W,5.79,0.32,4.82,4.18,4.82,6.11,1.93,7.72,8.68,11.58,1.61,4.82,3.86,2.89,4.5,7.72,5.47,8.68,0.96,3.54,0
YJR010C-A,6.38,3.19,4.26,3.19,4.26,3.19,0,9.57,7.45,12.77,2.13,2.13,5.32,10.64,3.19,5.32,3.19,7.45,2.13,4.26,0
YJR132W,5.06,1.91,7.25,7.06,5.53,3.24,0.95,6.68,5.73,12.98,2,5.73,3.63,4.96,2.96,7.25,5.63,6.39,1.24,3.82,0
YJL083W,4.97,0.33,5.79,4.97,1.82,3.48,4.64,3.64,7.28,8.28,1.99,6.29,6.95,4.3,7.28,12.42,5.79,5.13,1.16,3.48,0
YJL082W,8.07,1.09,6.16,6.7,4.38,5.47,1.5,4.51,6.7,13.82,3.42,4.65,3.42,3.42,5.47,8.21,4.92,3.56,1.09,3.42,0
YJL008C,8.1,1.06,5.28,7.92,1.94,8.63,1.76,7.92,7.22,9.68,3.7,4.58,4.23,3.35,3.87,4.93,5.46,8.27,0.18,1.94,1
YJR013W,3.97,1.49,2.73,2.73,7.94,6.45,1.99,7.44,4.47,14.39,1.74,5.21,3.23,3.23,3.72,4.96,6.95,6.7,3.23,7.44,1
YJR041C,5.28,1.87,5.28,6.9,6.47,2.21,2.64,8.94,7.67,13.12,1.62,6.13,2.64,3.49,2.9,9.28,5.2,4.09,0.77,3.49,1
YJR065C,7.35,1.11,4.9,6.46,6.01,7.57,1.34,5.79,5.12,7.35,1.11,6.24,4.9,3.12,4.68,8.91,6.24,7.35,1.11,3.34,1
YJR074W,6.42,0.92,6.42,9.63,3.21,5.05,2.29,5.05,5.5,9.17,1.83,3.67,3.67,5.96,2.75,5.5,9.17,10.55,1.38,1.83,0
YJR078W,5.96,2.21,5.08,6.18,2.87,6.84,3.09,6.84,6.18,11.04,2.65,5.08,4.42,2.65,5.74,7.51,5.96,5.3,1.1,3.31,0
YJR091C,5.04,0.73,3.94,4.22,3.3,4.67,2.93,5.68,4.22,9.26,2.84,10.45,6.14,6.51,3.21,12.83,6.78,4.4,0.64,2.2,0
YJR110W,2.18,1.45,7.12,5.23,5.96,4.8,3.2,5.67,7.12,10.9,1.6,7.56,3.49,4.51,5.23,8.43,5.09,5.23,1.89,3.34,0
YJR112W,4.48,1.99,6.47,12.94,1.99,2.49,2.49,4.98,6.97,10.95,2.99,6.97,1.49,7.96,4.98,5.97,2.49,6.97,1,3.48,1
YJR126C,6.17,0.37,6.04,6.29,4.07,6.41,2.96,5.8,6.41,9.12,2.34,5.43,4.07,2.96,5.43,9.86,4.69,5.06,1.36,5.18,0
YJR153W,4.71,2.49,5.26,1.39,2.49,12.74,1.39,8.59,6.37,6.09,0.83,6.93,1.94,1.94,1.39,14.13,9.97,7.76,1.66,1.94,0
YMR170C,9.09,1.19,6.72,4.94,5.73,7.71,0.79,6.52,8.5,8.1,1.19,4.35,4.74,3.75,1.78,6.92,6.52,6.92,1.19,3.36,0
YOR337W,3.16,1.84,5.67,6.06,4.48,4.61,1.32,5.67,6.32,11.46,1.19,7.64,4.08,4.74,4.61,9.75,6.59,5.01,1.19,4.61,0
YGR154C,3.93,0.84,5.34,7.02,5.9,5.9,2.53,7.58,8.71,10.39,0.84,5.62,4.78,2.25,5.34,5.62,4.21,6.74,1.4,5.06,0
YGR097W,6.28,0.61,4.62,3.93,3.58,5.06,2.79,5.32,7.85,6.98,2.18,7.59,5.85,5.85,3.23,12.22,7.77,4.1,0.44,3.75,0
YGR078C,5.03,1.51,8.54,10.05,3.52,2.51,1.01,6.53,8.54,12.06,2.01,6.03,3.52,6.03,4.52,5.03,6.03,4.02,1.01,2.51,0
YDL234C,2.95,1.21,6.7,7.37,6.03,3.35,1.88,5.23,6.43,12.47,2.41,7.91,3.75,5.76,3.75,8.18,4.69,4.56,2.55,2.82,0
YNL294C,5.44,1.5,6.38,5.44,5.25,3.94,2.44,8.63,4.69,9.57,1.5,5.07,2.25,3.94,6.19,7.88,5.82,7.88,1.69,4.5,0
YDL182W,9.81,1.87,7.94,5.14,3.74,5.84,2.57,8.64,8.41,7.24,1.4,5.84,3.5,1.87,4.44,5.61,5.14,7.94,0.23,2.8,0
YGR124W,9.27,1.57,8.57,6.29,4.37,5.94,3.5,6.64,6.64,7.87,2.45,2.62,5.07,2.8,4.9,6.29,4.72,4.72,1.92,3.85,0
YLR325C,7.69,0,3.85,2.56,3.85,3.85,0,6.41,16.67,11.54,1.28,5.13,3.85,3.85,7.69,5.13,8.97,6.41,0,1.28,0
YDR234W,8.66,1.3,4.76,5.92,2.74,8.37,2.31,6.64,7.65,8.95,1.3,5.63,4.91,3.61,2.89,7.22,5.63,7.5,1.59,2.45,0
YLR351C,7.22,1.03,5.5,6.19,4.81,5.15,2.75,7.22,7.22,7.56,2.41,4.12,5.84,3.44,4.47,8.93,4.81,7.22,0.34,3.78,0
YGR217W,4.71,1.28,4.46,5.15,7.11,5.2,1.62,8.24,5.15,9.91,2.6,5.89,4.36,2.8,5.3,9.42,4.81,5.39,1.67,4.95,0
YGR221C,4.5,1.13,5.47,5.63,2.89,2.89,2.41,5.79,5.14,7.07,1.45,7.56,7.07,4.5,4.66,15.27,6.75,4.98,0,4.82,0
YGR232W,7.02,1.75,6.14,6.14,4.82,6.14,3.95,3.51,8.33,13.16,1.32,6.14,3.95,4.82,1.75,6.58,2.19,7.89,2.19,2.19,0
YML017W,3.2,0,6.91,5.23,4.89,10.46,2.7,3.54,7.76,5.06,1.69,11.97,4.38,3.37,5.06,10.79,7.25,2.36,0.51,2.87,0
YGR055W,8.36,1.05,2.96,3.83,7.32,9.41,0.87,9.58,4.7,8.71,1.74,5.4,3.31,3.48,2.26,6.97,4.7,8.36,2.26,4.7,0
YNR034W,7.17,0.93,6.23,7.17,4.98,7.17,2.49,6.23,8.72,7.48,1.56,4.98,4.36,1.87,4.67,8.41,4.67,7.48,1.25,2.18,0
YDR505C,3.57,0.59,5.71,4.4,5.11,4.28,2.26,4.04,5.35,9.51,2.26,13.67,5.35,6.9,3.8,10.7,4.4,4.52,0.36,3.21,1
YNL099C,3.36,2.1,7.14,13.03,2.94,5.46,2.1,6.3,2.94,10.5,1.26,5.88,5.88,2.52,5.88,5.46,5.88,7.14,1.68,2.52,0
YNL067W,3.66,0.52,6.28,4.71,3.66,6.28,2.62,9.42,10.47,4.71,2.09,6.81,2.09,3.66,5.76,4.19,5.76,14.14,0,3.14,0
YOR328W,7.42,1.85,4.67,5.12,5.95,5.75,1.73,6.27,5.82,8.82,2.56,4.22,4.16,4.22,4.41,9.21,6.14,5.37,1.47,4.86,0
YOR035C,5.45,1.39,4.94,7.98,4.56,2.66,1.27,9.13,7.35,13.94,2.41,5.96,3.42,4.06,3.68,8.49,5.32,5.32,0.25,2.41,0
YML025C,8.04,0,3.85,6.99,3.85,5.24,1.75,4.9,6.64,10.49,1.4,5.94,6.29,3.15,7.34,6.64,6.64,7.69,0.35,2.8,1
YDL093W,6.73,2.02,2.83,4.98,7.67,5.79,3.23,7.13,5.11,9.96,1.62,5.79,3.9,2.29,3.1,7.81,4.71,7.54,2.42,5.38,0
YDR111C,6.31,1.58,5.72,7.3,4.34,6.9,1.97,7.1,6.31,10.26,1.78,3.55,5.52,5.13,4.54,6.31,6.11,5.13,0.59,3.55,0
YLR089C,6.42,1.01,3.04,8.11,4.22,5.74,3.04,5.91,6.08,10.14,1.69,4.39,5.74,5.41,4.39,8.61,5.91,5.91,0.68,3.55,0
YGL222C,5.14,0.57,2.29,1.14,2.86,6.29,2.29,2.86,10.86,8,1.71,15.43,9.14,5.71,5.14,11.43,7.43,0,0,1.71,0
YGL197W,4.51,1.08,5.45,6.39,4.3,4.17,1.75,5.11,6.52,9.41,1.88,6.39,6.32,3.56,5.25,13.65,6.52,3.77,0.81,3.16,0
YGL161C,4.84,0.65,7.1,3.87,6.45,6.45,1.29,7.74,3.55,8.71,2.26,8.71,3.87,4.19,3.87,9.35,5.48,6.45,1.61,3.55,0
YGL133W,4.35,1.11,7.28,9.26,3.72,3.48,1.5,5.93,9.02,9.1,1.74,6.96,4.27,4.19,5.38,8.78,4.75,5.22,1.42,2.53,0
YGL125W,5,1.67,7.33,5,3.83,5.33,2.83,8.67,5.83,10,2.33,6.17,6.17,4.5,3.67,6.67,4.5,4.17,2.17,4.17,0
YGL111W,5.62,0.65,7.34,7.13,4.1,5.83,1.73,5.62,11.23,10.58,1.94,4.32,3.24,2.81,3.46,8.86,4.32,7.78,1.08,2.38,1
YGL063W,7.3,2.97,4.05,5.41,4.05,7.03,2.97,5.41,4.32,10.81,2.43,4.32,5.68,4.86,7.57,5.68,4.59,5.41,1.35,3.78,0
YGL060W,4.99,1.87,4.68,8.11,3.74,2.81,2.18,8.27,6.4,12.79,2.81,7.02,3.9,2.96,2.81,7.8,6.86,5.15,0.62,4.21,0
YGL053W,5.49,1.69,5.49,8.02,6.33,4.64,1.69,8.02,6.75,9.28,1.69,5.06,4.22,3.8,2.95,8.02,5.06,5.06,1.69,5.06,0
YGL045W,3.32,1.11,4.98,6.27,3.32,4.8,1.11,7.38,8.49,7.01,2.03,6.09,6.27,4.06,5.35,10.89,6.83,7.2,0.55,2.95,0
YGR034W,7.87,0,5.51,4.72,1.57,5.51,1.57,4.72,14.17,11.02,0.79,1.57,3.94,3.94,9.45,9.45,2.36,9.45,0,2.36,0
YGR041W,4.75,0.73,5.67,5.85,4.75,6.58,2.38,7.13,4.75,6.22,2.56,6.4,6.22,4.02,5.85,12.61,6.03,4.39,0.55,2.56,0
YGR100W,6.32,1.05,6.63,8.32,6.11,4.21,1.68,6.53,6.74,9.89,2.53,4.63,3.16,3.79,5.26,7.68,5.47,5.26,0.95,3.79,0
YGR112W,4.63,1.03,4.63,5.66,4.11,5.4,2.31,6.43,9.25,8.48,2.57,3.86,5.91,4.11,6.94,7.46,6.68,4.63,2.83,3.08,0
YGR134W,5.08,1.34,7.22,7.49,5.35,3.74,2.14,6.77,5.88,12.48,2.76,6.95,3.48,2.76,4.37,8.47,5.17,4.01,1.07,3.48,0
YGR138C,9.28,2.12,2.44,5.37,5.37,7.33,0.98,6.19,4.23,9.77,3.42,3.58,5.37,2.93,3.42,8.31,5.7,7.65,2.12,4.4,0
YGR173W,6.52,1.36,6.52,6.52,2.17,8.15,2.72,6.52,8.97,8.97,1.63,3.8,2.72,3.8,5.43,5.43,5.43,8.97,0.54,3.8,0
YGR216C,4.76,1.64,2.63,4.27,7.22,2.96,1.81,8.37,5.91,13.3,2.46,6.57,4.43,3.45,3.78,8.87,4.93,6.08,0.82,5.75,1
YGR244C,9.6,1.17,5.85,7.26,3.75,7.73,1.87,7.03,8.9,7.96,2.58,4.45,3.75,4.22,4.22,6.09,4.45,6.32,0.23,2.58,1
YGR245C,7.17,1.04,7.69,8.74,3.13,6.13,1.96,5.08,9.91,9.52,3,4.69,2.48,4.3,6,6.91,4.43,5.35,0.78,1.69,1
YGR260W,6.18,2.43,4.68,4.87,7.3,7.12,1.31,8.05,5.81,9.55,3.37,4.12,3.75,2.25,3.37,7.49,5.62,6.55,1.5,4.68,0
YGR276C,3.25,1.08,7.23,7.05,3.8,5.24,2.71,7.23,10.13,10.49,2.35,6.33,3.62,3.25,3.8,6.33,6.69,6.69,0.72,1.99,0
YGR284C,4.84,0.97,2.26,2.26,9.03,8.06,0.65,8.06,6.45,10.97,2.26,5.48,2.26,3.55,2.9,9.35,6.13,7.1,1.61,5.81,0
YPL265W,7.4,1.48,4.11,3.78,7.57,7.57,0.82,8.06,6.41,9.38,2.63,4.11,3.78,1.32,3.62,8.06,4.77,7.73,1.32,6.09,0
YNR055C,7.85,2.05,3.92,4.1,6.14,8.87,1.02,8.19,3.41,9.39,2.73,4.27,3.75,2.9,3.41,7,7.51,5.12,2.9,5.46,0
YNR023W,5.83,0.35,6.18,7.77,3.71,2.83,2.3,5.48,7.6,9.72,3,9.36,5.3,3.53,3.71,9.89,5.83,4.95,0.71,1.94,0
YNR019W,5.76,1.25,4.52,5.14,7.79,4.83,2.18,7.01,6.39,9.97,3.89,4.36,2.65,2.49,3.43,7.94,7.01,6.54,2.49,4.36,0
YNR027W,5.05,1.89,6.62,4.42,4.42,6.62,1.89,7.89,6.94,11.99,1.26,3.47,2.84,5.05,3.47,8.2,5.68,7.89,0.95,3.47,0
YNL339C,6.24,2.1,5.59,7.05,4.52,5.11,1.83,4.84,6.02,9.41,2.26,5.06,3.12,3.17,6.46,7.96,7.69,6.67,1.13,3.77,0
YNL281W,1.31,0.65,12.42,5.23,3.27,5.23,1.96,5.88,9.15,10.46,1.96,5.88,3.92,3.92,1.31,9.8,5.23,8.5,1.96,1.96,0
YNL255C,3.27,13.73,5.23,5.88,1.96,8.5,4.58,2.61,8.5,2.61,3.27,5.88,3.92,4.58,5.23,6.54,5.88,3.92,0,3.92,0
YNL153C,5.43,0,10.85,12.4,3.88,2.33,0,7.75,9.3,12.4,2.33,4.65,1.55,8.53,5.43,3.88,3.1,3.88,0,2.33,0
YNL091W,4.27,0.56,6.45,10.73,3.15,3.63,3.06,4.52,8.06,7.98,2.5,6.94,4.52,5.4,4.84,11.53,6.53,2.58,0.4,2.34,0
YNL065W,5.63,2.56,3.92,3.41,6.48,7.85,1.19,8.19,5.46,10.92,3.07,3.41,4.27,2.9,4.27,8.7,7.17,5.29,1.71,3.58,0
YNL063W,6.05,2.55,3.82,5.41,3.5,5.41,3.18,8.6,7.01,11.15,1.27,4.46,5.1,2.23,7.01,7.01,5.41,5.1,1.91,3.82,0
YNL059C,5.17,0.4,7.68,9.67,4.11,4.5,2.12,4.9,8.74,9.4,1.85,5.96,4.5,5.56,5.3,4.77,5.7,5.17,1.06,3.44,1
YNL049C,5.14,1.48,6.16,6.28,4.34,4,1.6,6.28,4.45,10.96,2.51,6.28,5.94,4.22,5.14,9.02,5.71,6.28,0.34,3.88,0
YNL029C,3.83,2.49,7.28,7.66,7.85,5.17,3.26,6.9,6.32,8.05,2.11,6.32,3.07,3.07,5.17,5.56,4.02,4.79,2.11,4.98,0
YNL023C,4.15,9.53,4.87,7.25,3.11,4.77,3.32,3.94,9.02,6.84,1.97,4.35,6.53,3.42,4.97,7.56,5.91,5.49,0.52,2.49,0
YNL009W,5.71,0.48,7.38,5.71,5,6.43,1.67,8.57,11.19,8.33,3.57,4.29,2.86,3.57,4.52,5.24,6.9,4.76,0.95,2.86,0
YMR169C,8.5,1.19,6.32,5.93,5.73,7.71,0.79,6.92,9.09,7.31,1.58,4.35,4.74,3.36,1.98,6.52,6.52,7.31,0.99,3.16,0
YML070W,8.56,0.86,6.34,6.51,4.62,9.59,1.54,5.99,8.22,9.25,1.71,4.62,3.25,1.88,2.05,8.73,5.99,8.05,0.34,1.88,0
YML126C,6.52,1.63,6.72,4.68,3.67,6.92,1.63,5.91,8.76,8.55,1.63,5.5,3.26,4.28,3.46,7.13,6.31,6.92,0.81,5.7,1
YOR323C,9.65,0.66,8.11,6.36,3.29,7.46,1.97,7.24,8.55,9.65,1.32,4.39,1.97,3.29,3.29,6.36,6.14,7.24,0.66,2.41,0
YLR059C,6.32,1.49,5.2,7.43,2.6,3.72,3.72,6.69,5.58,8.55,3.35,4.09,5.58,4.83,6.32,8.18,4.46,6.69,1.49,3.72,1
YGR075C,2.48,1.65,6.2,7.02,4.13,4.96,2.89,7.44,7.02,11.57,2.89,9.92,2.07,4.96,2.07,9.09,2.07,5.37,1.24,4.96,1
YGL129C,4.89,0.22,4.67,4,4.67,4.22,2,5.56,11.33,11.33,2,6.44,4.67,4,3.11,9.33,6.44,6.67,0.44,4,0
YAL043C,4.84,0.51,6.11,6.5,3.69,3.31,1.53,5.86,7.77,13.25,2.68,5.1,4.59,5.1,3.69,11.72,5.99,4.59,0.89,2.29,1
YML104C,3.64,0.62,6.3,7.19,6.12,3.46,2.04,7.36,8.16,13.13,1.95,6.92,3.11,4.08,4.08,9.14,4.44,4.7,0.62,2.93,0
YBR111C,4.33,1.73,6.93,8.23,3.46,6.93,1.3,7.79,9.09,8.23,2.6,3.9,4.76,4.33,5.19,5.19,5.63,7.36,0.87,2.16,0
YKL001C,7.92,1.98,5.94,8.91,3.47,4.95,1.98,8.91,8.42,10.4,0.5,3.47,3.47,2.48,7.43,6.44,5.45,3.47,0.99,3.47,0
YEL053C,3.96,1.64,5.59,7.09,6.14,3.68,2.18,6.82,7.5,12.41,1.5,6,2.73,4.5,3,8.73,5.87,5.73,0.95,3.96,0
YKR008W,3.84,0.48,6.4,8.32,4.96,3.68,2.08,7.04,8.64,10.88,2.24,9.28,4.64,4.8,2.4,7.04,4.16,4,0.48,4.64,1
YKR010C,4.02,0.65,8.82,5.71,3.63,3.37,1.95,5.97,10.38,6.49,1.82,7.91,5.19,4.41,4.41,13.23,5.19,5.32,0.26,1.3,0
YBR191W,6.88,0.62,1.88,5,3.12,7.5,3.75,5,10.62,5,2.5,4.38,3.75,5.62,8.75,5.62,4.38,10.62,0,5,0
YPL070W,2.61,0.82,4.58,7.03,5.23,4.25,1.47,6.86,7.84,10.13,2.45,8.99,3.92,3.59,4.58,13.07,6.21,3.1,0.16,3.1,0
YPL125W,4.75,1.36,5.52,7.27,4.84,2.13,1.65,8.91,5.04,13.95,1.84,6.2,3.49,5.04,4.65,7.95,5.23,5.23,1.65,3.29,1
YPL116W,7.03,1.15,5.31,7.89,4.45,4.88,4.02,6.31,7.46,6.03,2.01,4.59,4.59,4.02,5.16,9.33,5.74,5.45,1.72,2.87,0
YPL112C,4.57,1.02,7.61,3.55,4.31,4.06,2.03,6.85,9.64,14.72,1.02,4.57,2.28,4.82,3.81,10.15,5.84,4.31,1.27,3.55,0
YPL032C,4.97,0.36,3.39,5.45,4.36,3.03,2.42,6.06,6.3,9.09,2.3,9.45,6.18,7.76,3.27,13.58,6.42,3.52,0.36,1.7,0
YMR176W,3.83,1.91,6.73,6.95,6.17,4.11,2.2,7.16,8.58,10.49,1.49,5.95,4.32,2.83,4.39,8.79,4.46,4.82,1.06,3.76,0
YMR277W,3.83,1.23,10.52,8.2,3.01,4.92,2.19,5.6,6.97,9.56,2.05,4.92,5.46,5.74,3.42,6.28,5.74,6.01,1.37,3.01,1
YDR469W,4,0.57,5.71,10.29,1.14,3.43,2.29,5.14,6.86,6.86,2.86,13.14,4.57,5.14,2.29,12,5.14,6.86,0,1.71,0
YDR470C,4.38,0.6,5.58,5.78,6.18,4.98,1.2,8.37,6.77,9.96,2.59,8.17,3.98,3.78,4.18,7.57,5.78,5.38,1.99,2.79,1
YDR479C,3.07,0.36,5.23,6.86,4.51,4.69,1.81,7.4,5.96,10.83,3.07,5.42,5.96,3.43,4.69,9.57,6.5,5.05,1.81,3.79,0
YDR482C,6.67,0.74,2.22,12.59,0,3.7,3.7,3.7,8.15,7.41,2.22,3.7,2.22,11.85,11.11,10.37,4.44,2.96,0.74,1.48,0
YMR219W,4.34,0.42,9.59,14.23,2.17,3.56,2.53,4.7,7.24,5.31,1.33,8.08,3.32,3.74,3.56,12.18,5.55,5.37,0.06,2.71,0
YML034W,3.12,1.32,8.51,8.39,3.48,3.96,1.32,6.35,9.59,8.63,1.8,6.59,6,4.2,5.16,9.11,3.96,5.28,1.08,2.16,0
YML023C,4.68,2.52,4.68,7.19,5.76,3.24,1.98,6.29,5.4,15.29,1.44,5.76,3.96,4.14,4.68,7.91,4.68,5.58,0.72,4.14,1
YML114C,5.69,0.2,5.49,10.78,2.94,1.57,3.14,5.88,6.67,10.98,2.16,8.04,6.08,5.29,3.53,8.24,8.43,3.14,0.59,1.18,1
YDR160W,6.1,0.82,4.46,4.34,6.69,7.16,2.11,8.69,4.81,8.45,2.35,4.34,3.05,3.17,5.16,11.15,5.87,5.28,1.17,4.81,1
YDR235W,2.39,1.84,4.78,7.35,5.51,2.21,1.29,6.8,9.93,13.79,1.84,5.15,2.21,4.6,2.94,9.01,4.41,4.04,2.39,7.54,1
YMR154C,3.16,2.61,4.81,6.88,4.26,3.99,1.93,7.43,6.19,10.45,1.38,6.33,4.68,3.71,4.68,10.59,4.95,6.33,1.1,4.54,0
YDR100W,6.99,0.7,6.29,2.1,11.19,6.99,0.7,13.29,2.1,11.89,2.1,4.2,4.2,1.4,2.1,9.79,2.1,6.29,0,5.59,0
YDR139C,1.3,0,5.19,10.39,1.3,7.79,3.9,7.79,10.39,15.58,2.6,1.3,2.6,6.49,2.6,3.9,6.49,9.09,0,1.3,0
YDR202C,3.7,2.56,5.13,6.84,5.41,3.13,1.71,7.41,6.84,10.83,3.13,7.69,3.7,5.98,3.99,8.26,4.84,7.12,0.57,1.14,0
YDR421W,5.37,1.47,5.89,7.89,4,4,1.37,7.05,6.95,10,1.89,7.68,4.74,2.63,5.79,9.26,6.11,3.68,1.26,2.95,0
YDR406W,7.91,1.9,5.04,4.77,5.76,6.28,1.9,5.76,5.49,8.5,2.75,4.12,4.19,3.92,4.77,8.63,5.89,5.76,1.57,5.1,0
YDR407C,3.34,1.4,5.12,6.05,4.89,2.56,1.32,9.78,7.37,10.16,2.17,5.97,5.04,3.65,3.88,10.63,6.36,5.43,0.93,3.96,1
YMR014W,5.59,0.77,6.55,11.18,1.73,4.24,1.54,5.59,14.07,7.51,1.54,7.51,2.5,4.05,5.39,9.06,4.62,1.73,0.96,3.85,0
YMR028W,3.01,0.55,7.65,9.56,4.37,4.64,2.19,4.37,8.74,13.39,1.91,6.56,2.19,6.01,4.92,7.65,4.92,3.55,0.55,3.28,1
YDR524C,4.77,2.28,4.15,3.73,4.15,2.7,4.15,6.85,8.3,10.37,1.87,7.68,3.73,3.53,4.36,14.11,5.81,3.94,1.04,2.49,0
YMR059W,1.56,1.56,5.47,6.25,3.91,3.12,2.34,7.03,5.47,14.06,2.34,7.03,5.47,3.12,5.47,8.59,7.03,4.69,1.56,3.91,1
YML048W,7.94,0.5,5.46,7.44,4.47,5.71,1.49,7.94,8.44,10.42,1.99,6.45,4.47,2.48,4.22,5.71,4.47,4.22,1.74,4.47,0
YDR229W,4.86,0.66,8.61,7.28,2.43,6.4,2.21,3.97,6.84,9.93,1.55,8.17,2.87,4.42,3.97,13.25,6.4,3.31,0.44,2.43,0
YML055W,6.18,0,3.37,8.99,6.74,4.49,0.56,3.93,12.36,11.8,0.56,5.62,2.25,3.37,3.37,6.74,2.81,8.43,1.12,7.3,0
YMR029C,3.25,0.38,7.27,8.6,3.06,2.87,2.49,8.6,9.18,12.43,1.15,7.27,4.02,3.63,2.29,10.71,4.78,5.16,0.76,2.1,0
YDR273W,5.75,0.82,6.3,12.33,3.01,6.03,1.1,5.75,9.86,7.4,0.82,7.95,4.11,2.74,2.74,9.86,5.21,6.58,0,1.64,0
YDR279W,4.29,0.86,5.14,6.86,4.86,4.86,2,7.43,9.14,8,1.71,8.29,4.86,2,2.86,9.71,7.14,5.14,0.29,4.57,0
YLR359W,9.54,0.83,5.81,7.68,4.56,4.15,2.49,6.22,5.6,10.37,2.28,3.94,3.53,3.73,6.43,6.02,6.02,7.26,1.45,2.07,1
YLR361C,3.29,1.56,6.75,6.57,5.19,7.79,3.11,6.75,6.23,9.17,1.21,4.5,4.84,3.46,4.15,6.06,4.67,6.75,1.73,6.23,0
YLR370C,5.62,1.12,6.74,3.37,8.43,2.81,1.69,4.49,5.06,11.24,2.81,7.87,6.74,2.81,5.62,6.74,6.18,5.62,0.56,4.49,0
YLR373C,4.11,1,6.88,4.88,5.33,2.77,2.44,9.66,3.77,11.21,1.89,8.77,3.77,4.88,4.22,11.54,5.88,3.44,0.67,2.89,0
YLR221C,5.91,0,8.64,13.18,2.73,5,0.91,7.27,11.36,8.18,1.82,7.73,2.27,1.82,4.09,10.91,2.73,4.09,0,1.36,0
YLR237W,7.02,2.17,3.18,3.85,7.53,8.36,2.01,7.36,4.35,7.36,3.34,4.52,3.34,1.51,2.34,10.03,6.69,6.35,3.51,5.18,0
YLR238W,2.3,1.05,5.23,7.53,3.97,5.65,2.51,8.37,10.04,8.16,1.67,7.53,4.18,3.14,5.02,9.83,7.11,4.39,0,2.3,0
YPR106W,5.19,1.35,4.74,4.51,4.97,3.61,3.39,6.09,5.42,12.42,2.26,5.87,5.64,3.39,2.93,13.09,5.64,4.51,0.9,4.06,0
YPR108W,7.46,1.17,5.59,9.79,3.26,4.2,0.93,5.13,8.86,11.66,1.4,5.36,1.86,3.73,3.73,7.69,4.9,6.53,0.7,6.06,1
YLR315W,5.23,0,5.23,9.8,3.92,1.31,1.96,7.19,2.61,18.3,1.31,4.58,1.31,11.11,5.23,10.46,4.58,1.96,0.65,3.27,0
YLR324W,4.97,0.19,4.97,8.22,3.25,4.78,0.76,5.54,6.88,10.71,2.1,6.12,4.4,2.29,5.16,8.6,8.6,6.69,2.68,3.06,0
YLR454W,3.61,1.07,6.32,6.2,6.51,3.96,2.32,7.99,9.09,10.92,2.63,6.96,3.61,3.39,3.77,7.99,5.21,4.6,1.14,2.7,1
YLR166C,3.33,0.46,5.86,7.12,5.4,2.41,1.95,9.07,8.61,12.4,1.72,8.38,1.84,4.25,2.99,9.07,5.86,5.86,0.57,2.87,1
YLR187W,5.17,0.39,5.36,5.26,4.39,4.78,1.85,4.19,6.92,7.6,2.14,7.8,5.85,5.07,4.09,13.84,7.02,4.48,0.68,3.12,0
YDR358W,5.92,0.72,7.36,7.36,2.51,3.95,1.08,5.57,8.98,12.57,1.62,6.1,5.21,5.03,3.95,9.87,4.85,4.49,0.36,2.51,0
YDR361C,3.53,0.71,10.25,10.6,5.65,4.24,2.12,6.36,9.19,8.13,1.77,5.65,2.83,2.12,3.89,7.77,5.3,6.01,0.35,3.53,1
YDR377W,12.87,0,1.98,2.97,5.94,6.93,5.94,6.93,9.9,5.94,1.98,4.95,6.93,0.99,4.95,6.93,1.98,4.95,0.99,5.94,0
YDR379W,3.96,2.08,7.23,6.24,2.58,2.97,2.78,5.55,8.52,9.51,1.29,7.53,4.76,3.57,5.35,13.38,5.95,4.56,0.3,1.88,0
YLR427W,3.28,1.79,6.12,6.87,3.58,5.22,3.13,5.67,9.55,8.66,1.64,5.82,5.22,4.63,4.93,9.4,5.22,5.22,0.3,3.73,0
YPR156C,9.16,1.77,3.22,4.66,5.31,7.72,1.13,7.07,4.34,9.65,2.89,3.7,5.79,2.41,3.38,9.65,4.82,6.91,2.09,4.34,0
YPR128C,7.62,0.3,2.44,3.66,6.1,6.1,1.52,6.1,7.32,12.2,2.44,4.57,2.74,4.88,3.35,9.45,7.62,7.32,0.91,3.35,0
YPR143W,8.4,0,8.8,14.4,2,4,1.2,5.2,16.4,6.8,1.2,5.6,1.6,2.4,4.8,9.2,3.6,3.6,0,0.8,1
YPR180W,5.76,0.58,6.63,8.07,4.61,5.76,0.58,9.8,7.49,10.37,2.59,4.32,2.88,5.76,4.32,5.19,6.05,6.34,0.86,2.02,1
YDR316W,4.03,1.27,5.73,10.19,5.1,4.88,1.7,5.31,12.74,9.98,2.55,5.52,2.34,3.18,7.64,5.73,3.18,4.88,1.06,2.97,0
YLR387C,4.4,2.08,5.79,8.56,3.47,4.86,2.55,6.02,8.1,7.41,2.08,6.94,3.47,5.09,6.48,8.1,6.25,4.17,0.23,3.94,0
YPR079W,4.72,1.84,4.99,5.51,4.46,6.3,3.15,6.82,6.56,9.45,1.05,7.87,3.67,3.15,5.51,11.81,5.25,4.2,1.31,2.36,0
YPR093C,4.86,5.56,7.29,8.33,2.08,5.21,4.17,6.25,5.21,10.07,2.78,4.51,1.74,5.21,6.94,5.9,4.51,4.17,0.69,4.51,0
